position	channelId	channelTitle	videoId	publishedAt	publishedAtSQL	videoTitle	videoDescription	videoCategoryId	videoCategoryLabel	duration	durationSec	dimension	definition	caption	thumbnail_maxres	licensedContent	viewCount	likeCount	dislikeCount	favoriteCount	commentCount
136	UC2aOVFrN_7cakW2un_MkraQ	Satisfying Slime Videos	yQflZuNJ6yc	2018-12-24T13:47:47.000Z	2018-12-24 13:47:47	Mixing Makeup and Clay into Rainbow Slime !!! SlimeSmoothie Satisfying Slime Videos	Mixing Makeup and Clay into Rainbow Slime !!! SlimeSmoothie Satisfying Slime Videos Please Like, Share Video and Subscribe my Channel. Thanks for Watching! I Love You So Much, my Dear Friend😘 Follow Satisfying Slime Videos: ☞ Youtube: https://www.youtube.com/SatisfyingSlimeVideos ☞ Google+: https://plus.google.com/+SatisfyingSlimeVideos ☞ Facebook: https://www.facebook.com/MostSatisfyingSlimeVideos	26	Howto & Style	PT14M19S	859	2d	hd	false	https://i.ytimg.com/vi/yQflZuNJ6yc/maxresdefault.jpg	1	4624291	18985	6340	0	860
137	UCTM-p_LO8fsbLRMFqitWqBA	Lena Slime	RRIA8Q1lsqo	2019-03-02T15:15:00.000Z	2019-03-02 15:15:00	Mixing Makeup Eyeshadow Into Slime ! Teal vs Purple Special Series Part 21 Satisfying Slime Video	Hi guys! Today, I'm going to be Mixing Makeup Eyeshadow into Clear Slime. I'll be mixing full cut eye shadow into two clear slimes! I'm separating the colors out to make a beautiful swirl slime at the end! I hope you enjoy this satisfying special series slime video. Thank you for watching. Love you! 💗 Subscribe and Come Watch these! You will like: Black 🖤 vs ❤️ Red - https://youtu.be/UMvq303tNmo Blue💙 vs 💚Green - https://youtu.be/DfxHPTwiM48 Orange🧡 vs 💛Yellow - https://youtu.be/JAabZQY6xs4 Purple💜 vs 💚Green - https://youtu.be/DiihirxK3Dc Blue💙 vs 💗Pink - https://youtu.be/mWsJEbxJyf0 Red🌹 vs 💮White - https://youtu.be/vo1akDO6tBA Black🖤 vs 💛Yellow - https://youtu.be/J0-Qm6rEgcQ Pink💗 vs 💚Green - https://youtu.be/J0-Qm6rEgcQ Gold📀 vs 💎Teal - https://youtu.be/kQrveAnazT8 Green💚 vs 🧡Orange - https://youtu.be/ex1XHvB6ZvY Purple💜 vs 💛Yellow - https://youtu.be/8tg7CxMMiW8 Blue💙 vs ❤️Red - https://youtu.be/MaasbzlDyMQ Black🖤 vs 💗Pink - https://youtu.be/pN_EUbiwm6g Orange🧡 vs 💙Blue - https://youtu.be/Q0J-EXGju94 Silver💿 vs 📀Gold - https://youtu.be/Iun4FldGDFc Pink💗 vs 💜Purple - https://youtu.be/5HBaIUe-Sts Black🖤 vs 💮White - https://youtu.be/_NWr3njEhXY Red❤️ vs 💚Green - https://youtu.be/LSlUsJtN-Gw Purple💜 vs 🧡Orange -https://youtu.be/R4gkWB6szfY Blue💙 vs 💛Yellow - https://youtu.be/QPMXTaW4hCc Blue💙 vs ❤️Red❤️ vs 💛Yellow - https://youtu.be/YNU_IH3G7YE #lenaslime #makeupslime #eyeshadowslime #fullcuteyeshadowslime #fullcutmakeupslime ---------------------------------------------------------------------------------------------------------- LOOKING FOR MORE SLIME? CHECK OUT THESE GREAT CHANNELS ---------------------------------------------------------------------------------------------------------- #tanyast #izabelastress #tomslime #satisfychannel #tepslime #colorslime #boomslime #jennyslime #satisfyingslimevideos #jerryslime Slime Special Series Mixing "Teal" vs "Purple" Mekeup,Parts,glitter... Into Slime!.	22	People & Blogs	PT11M13S	673	2d	hd	false	https://i.ytimg.com/vi/RRIA8Q1lsqo/maxresdefault.jpg	1	1363522	13845	1466	0	1494
138	UChLN0bJgq6d15OK2HVB4YTg	SIS vs BRO	Hp5imhtYBWI	2019-05-11T11:00:02.000Z	2019-05-11 11:00:02	DON'T PRESS THE WRONG BUTTON SLIME CHALLENGE!	Four buttons and two of them are WRONG! Don't press the wrong button!!! If you do, you have to choose a slime ingredient from the BAD PILE!!!! Comment on our Instagram who won this challenge and got the best slime! SIS vs BRO instagram @ sisvsbro_karina_ronald Karina has a new instagram @ kurzawa_karina Ronald's new instagram @ ronaldkurzawa OUR MERCH: https://www.sisvsbro.com Welcome to SIS vs BRO! This is where Karina and Ronald join forces to challenge each other in countless fun videos! Challenges, gaming, and more!!! Be sure to SUBSCRIBE and we will see you in the next video!!! Facebook: https://www.facebook.com/karinavsronald/ #sisvsbro #dontpressthewrongbutton #slimechallenge	24	Entertainment	PT19M58S	1198	2d	hd	true	https://i.ytimg.com/vi/Hp5imhtYBWI/maxresdefault.jpg	1	6371590	99353	7665	0	
139	UCfUvCUBDg8OFeYR0p_zPz3g	Videos de Slime	gGKnuISaJtg	2019-01-16T18:18:05.000Z	2019-01-16 18:18:05	Vídeos de Slime: Satisfatório & Relaxante #66	Vídeos de Slime: Satisfatório & Relaxante Most Oddly Satisfying Slime videos. New Relaxante Slime Videos Compilation Satisfying & Relaxing Slime Videos En Rahatlatıcı Slime Videos Vídeos de Slime: Satisfatório & Relaxante #65 https://www.youtube.com/watch?v=lEdFha0ZjRw Vídeos de Slime: Satisfatório & Relaxante #64 https://www.youtube.com/watch?v=3Im7KwPOANQ Vídeos de Slime: Satisfatório & Relaxante #63 https://www.youtube.com/watch?v=IWFbOdn1ESI Vídeos de Slime: Satisfatório & Relaxante #62 https://www.youtube.com/watch?v=81QkNikZYKA All of the videos we using on this channel we have a license for, given by Pusic Entertainment.	24	Entertainment	PT10M36S	636	2d	hd	false	https://i.ytimg.com/vi/gGKnuISaJtg/maxresdefault.jpg	1	12108689	56822	10566	0	3242
140	UCTRNV3t2jxbkZgBjhyDv8UQ	Cupcake Kids Club	yBEDH4JbzFM	2017-07-31T16:01:50.000Z	2017-07-31 16:01:50	D.I.Y. MY LITTLE PONY Rainbow Dash VS Twilight Sparkle Slime Challenge	D.I.Y. MY LITTLE PONY Rainbow Dash VS Twilight Sparkle Slime Challenge ☆.。.:*・°☆.。.:*・°☆.。.:*・°☆.。.:*・°☆ ☆.。.:*・°☆ Watch More Cupcake Kids Club Videos DIY MY LITTLE PONY Color Changing MAKEOVER Mood NAIL POLISH Toys with Rainbow Dash and Apple Jack https://youtu.be/NMWeeB3jcyA Disney Princesses VS Villains Spinning Wheel Game Punch Box Surprise Toys https://youtu.be/duG_thOpia4 MY LITTLE PONY Heroes VS Villains Spinning Wheel Game Punch Box Toy Surprises https://youtu.be/mxvOs7phmeQ D.I.Y. DREAMWORKS TROLLS MOVIE Slime Poppy VS Branch Do It Yourself Glue Slime Recipe https://youtu.be/yUhZJygT1io LOL SURPRISE LITTLE SISTERS SERIES 2 Spinning Wheel Game | Lil Outrageous Littles Baby Dolls https://youtu.be/g5hRMxOpIQw Despicable Me 3 Spinning Wheel Game Punch Box Toy Surprises Minions https://youtu.be/LPp14y4k9Ro LOL SURPRISE Toys Spinning Wheel Game | Lil Outrageous Littles Baby Dolls Spit Pee Cry https://youtu.be/4eIpQwzA8lM Shopkins Season 8 World Vacation Spinning Wheel Game Surprise Toys https://youtu.be/i3TFulnPMEw ☆.。.:*・°☆.。.:*・°☆.。.:*・°☆.。.:*・°☆ ☆.。.: Don’t miss out on the fun! Subscribe to become a Cupcake Kid! IT’S FREE! https://www.youtube.com/channel/UCTRNV3t2jxbkZgBjhyDv8UQ ☆.。.:*・°☆.。.:*・°☆.。.:*・°☆.。.:*・°☆ ☆.。.:* Welcome to the Cupcake Kids Club! Here you will find lots of fun videos for kids, toddlers, and babies. Learn colors, shapes, and numbers as we make delicious treats. We also make play doh egg surprises, creative fun do it yourself crafts, and lots family-friendly videos your kids will love! Enjoy watching! We post everyday so subscribe and be a part of the Cupcake Kids Club so you never miss out on any of the fun! (｡◕‿◕｡) ☆.。.:*・°☆.。.:*・°☆.。.:*・°☆.。.:*・°☆ ☆.。.:*・°☆.。.:*・°☆ MUSIC: Epidemic Sound Youtube Audio Library	24	Entertainment	PT13M5S	785	2d	hd	false	https://i.ytimg.com/vi/yBEDH4JbzFM/maxresdefault.jpg	1	4248815	24569	2795	0	9826
141	UCo4xT3EBq1JqzkSm8ks3DDA	mrv satifications	X_aM3D6fSKE	2018-10-26T16:01:52.000Z	2018-10-26 16:01:52	ADDING PIGMENTS IN SLIME - SLIME PIGMENT MIXING - PIGMENT SLIME	ADDING PIGMENTS IN SLIME - SLIME PIGMENT MIXING - PIGMENT SLIME #PIGMENTSLIME	22	People & Blogs	PT4M37S	277	2d	hd	false		1	1745848	17116	1213	0	2188
142	UCSHu_JV5DFCQ2KAOF8yTFzA	Fun & Diversion	NXSGBYxGLv8	2019-02-02T19:48:44.000Z	2019-02-02 19:48:44	Slime Videos LIVE - Most Satisfying ASMR Video - Crunchy Slime, Iceberg Slime, Jiggly Slime, Rainbow	Slime Videos LIVE - Most Satisfying ASMR Video - Crunchy Slime, Iceberg Slime, Jiggly Slime, Rainbow Slime Subscribe: https://bit.ly/2FDlAI6 All clips licensed by Pusic Entertainment ASMR: una sensación de bienestar combinada con una sensación de hormigueo en el cuero cabelludo y en la parte posterior del cuello, como lo experimentan algunas personas en respuesta a un estímulo suave específico, a menudo un sonido particular. Suscríbete a mi canal personal ⤵ https://www.youtube.com/channel/UCU5vOtf1DaEGfsaZs4nXaEQ	24	Entertainment	PT0S	0	2d	sd	false	https://i.ytimg.com/vi/NXSGBYxGLv8/maxresdefault_live.jpg	1	1135315	19479	1746	0	0
143	UCTM-p_LO8fsbLRMFqitWqBA	Lena Slime	19pVn8PV5fA	2019-03-13T14:15:00.000Z	2019-03-13 14:15:00	Mixing Makeup Eyeshadow Into Slime ! Pink vs Brown Special Series Part 32 Satisfying Slime Video	Hi guys! Today, I'm going to be Mixing Makeup Eyeshadow into Clear Slime with Pink & Brown. I'll be mixing full cut eye shadow into two clear slimes! I'm separating the colors out to make a beautiful swirl slime at the end! I hope you enjoy this satisfying special series slime video. Thanks for watching. Love you! 💗 Subscribe and Come Watch these! You will like: Red❤️ vs 💚Green #2 - https://youtu.be/AgRMY6HUKOI Pink 💗 vs 💎 Teal - https://youtu.be/Sw3SRBKxrEg Purple 💜 vs ❤️ Red - https://youtu.be/k5eUB-dbXis Blue 💙 vs 💮 White - https://youtu.be/O6eJEDuWozk Black 🖤 vs 💜 Purple - https://youtu.be/PZbJgsNXDko Pink 💗 vs 💛 Yellow - https://youtu.be/VzkxjRTtH2o Teal 💎 vs 🐮 Brown https://youtu.be/NGyLXVjGiH4 Red ❤️ vs 💛 Yellow - https://youtu.be/opjPFOMRqaw Pink 💗 vs 📀 Gold - https://youtu.be/q8N728katcA Green 💚 vs 💿 Silver - https://youtu.be/Flz86htj7oI Teal 💎 vs 💜 Purple - https://youtu.be/RRIA8Q1lsqo Black 🖤 vs ❤️ Red - https://youtu.be/UMvq303tNmo Blue💙 vs 💚Green - https://youtu.be/DfxHPTwiM48 Orange🧡 vs 💛Yellow - https://youtu.be/JAabZQY6xs4 Purple💜 vs 💚Green - https://youtu.be/DiihirxK3Dc Blue💙 vs 💗Pink - https://youtu.be/mWsJEbxJyf0 Red🌹 vs 💮White - https://youtu.be/vo1akDO6tBA Black🖤 vs 💛Yellow - https://youtu.be/J0-Qm6rEgcQ Pink💗 vs 💚Green - https://youtu.be/J0-Qm6rEgcQ Gold📀 vs 💎Teal - https://youtu.be/kQrveAnazT8 Green💚 vs 🧡Orange - https://youtu.be/ex1XHvB6ZvY Purple💜 vs 💛Yellow - https://youtu.be/8tg7CxMMiW8 Blue💙 vs ❤️Red - https://youtu.be/MaasbzlDyMQ Black🖤 vs 💗Pink - https://youtu.be/pN_EUbiwm6g Orange🧡 vs 💙Blue - https://youtu.be/Q0J-EXGju94 Silver💿 vs 📀Gold - https://youtu.be/Iun4FldGDFc Pink💗 vs 💜Purple - https://youtu.be/5HBaIUe-Sts Black🖤 vs 💮White - https://youtu.be/_NWr3njEhXY Red❤️ vs 💚Green #1 - https://youtu.be/LSlUsJtN-Gw Purple💜 vs 🧡Orange -https://youtu.be/R4gkWB6szfY Blue💙 vs 💛Yellow - https://youtu.be/QPMXTaW4hCc Blue💙 vs ❤️Red❤️ vs 💛Yellow - https://youtu.be/YNU_IH3G7YE #lenaslime #makeupslime #eyeshadowslime #fullcuteyeshadowslime #fullcutmakeupslime ---------------------------------------------------------------------------------------------------------- LOOKING FOR MORE SLIME? CHECK OUT THESE GREAT CHANNELS ---------------------------------------------------------------------------------------------------------- #tanyast #izabelastress #tomslime #satisfychannel #tepslime #colorslime #boomslime #jennyslime #satisfyingslimevideos #jerryslime Slime Special Series Mixing "Pink" vs "Brown" Mekeup,Parts,glitter... Into Slime!. Makeup slime ASMR	22	People & Blogs	PT11M1S	661	2d	hd	false	https://i.ytimg.com/vi/19pVn8PV5fA/maxresdefault.jpg	1	1133212	10553	1346	0	865
144	UCfUvCUBDg8OFeYR0p_zPz3g	Videos de Slime	ctBVV_yvdPM	2019-02-17T15:22:34.000Z	2019-02-17 15:22:34	Vídeos de Slime Satisfatório & Relaxante #98 (Slime ASMR)	Satisfatório Slime Videos and Slime ASMR Oddly Satisfatório Slime Videos and Slime ASMR. New Relaxante Vídeos de Slime Satisfatório Compilation Satisfying & Relaxing Slime Videos and Slime ASMR En Rahatlatıcı Vídeos de Slime Satisfatório All of the videos we using on this channel we have a license for, given by Pusic Entertainment.	24	Entertainment	PT10M34S	634	2d	hd	false	https://i.ytimg.com/vi/ctBVV_yvdPM/maxresdefault.jpg	1	58460406	300308	47918	0	19346
145	UChLN0bJgq6d15OK2HVB4YTg	SIS vs BRO	dgJWKiABjBw	2019-01-05T12:15:00.000Z	2019-01-05 12:15:00	REAL vs PRANK SLIME CHALLENGE!!!	We are doing Real vs Prank Slime Challenge. Whoever can pick the real slime ingredients over the look-alike pranks is going to be the ultimate slime champion. Let's see if Karina or Ronald know their slime ingredients better! #SlimeChallenge #SISvsBRO #FakeVsReal SIS vs BRO instagram @ sisvsbro_karina_ronald Karina has a new instagram @ kurzawa_karina Ronald's new instagram @ ronaldkurzawa OUR MERCH: https://www.sisvsbro.com Welcome to SIS vs BRO! This is where Karina and Ronald join forces to challenge each other in countless fun videos! Challenges, gaming, and more!!! Be sure to SUBSCRIBE and we will see you in the next video!!! Facebook: https://www.facebook.com/karinavsronald/ Music from Epidemic Sound	24	Entertainment	PT23M12S	1392	2d	hd	true	https://i.ytimg.com/vi/dgJWKiABjBw/maxresdefault.jpg	1	10983029	125126	7735	0	
146	UChLN0bJgq6d15OK2HVB4YTg	SIS vs BRO	Yi3thApL7QM	2018-06-09T11:00:03.000Z	2018-06-09 11:00:03	MAKING GIANT SLIME BUBBLES!!!!	6 Colors of glue slime challenge ends in epic giant bubbles! Comment who made a better slime, Karina or Ronald? SIS vs BRO instagram @ sisvsbro_karina_ronald Karina has a new instagram @ kurzawa_karina Ronald's new instagram @ ronaldkurzawa OUR MERCH: https://www.sisvsbro.com Welcome to SIS vs BRO! This is where Karina and Ronald join forces to challenge each other in countless fun videos! Challenges, gaming, and more!!! Be sure to SUBSCRIBE and we will see you in the next video!!! Facebook: https://www.facebook.com/karinavsronald/	24	Entertainment	PT13M35S	815	2d	hd	true	https://i.ytimg.com/vi/Yi3thApL7QM/maxresdefault.jpg	1	31478335	288503	22304	0	
147	UChLN0bJgq6d15OK2HVB4YTg	SIS vs BRO	8haEgpm9zX0	2018-11-10T12:00:01.000Z	2018-11-10 12:00:01	Don't Choose the Wrong Soap Slime Challenge!!!	Don't choose the wrong soap or hand lotion, and make sure you have activator!!! Without activator, you'll end up with goo instead of awesome slime :) We are sensing which mystery bottle has the best ingredients for our slime! Some mystery bottles have glue, glitter, beads, activator, or other mystery ingredients. Ronald is lucky to find activator, but can Karina find it eventually? Let's make awesome slime with mystery soap bottles! Vote now who did the better slime :) #MakingSlime #SISvsBRO #SoapSlime SIS vs BRO instagram @ sisvsbro_karina_ronald Karina has a new instagram @ kurzawa_karina Ronald's new instagram @ ronaldkurzawa OUR MERCH: https://www.sisvsbro.com Welcome to SIS vs BRO! This is where Karina and Ronald join forces to challenge each other in countless fun videos! Challenges, gaming, and more!!! Be sure to SUBSCRIBE and we will see you in the next video!!! Facebook: https://www.facebook.com/karinavsronald/	24	Entertainment	PT20M4S	1204	2d	hd	true	https://i.ytimg.com/vi/8haEgpm9zX0/maxresdefault.jpg	1	50289799	248235	32104	0	
148	UChLN0bJgq6d15OK2HVB4YTg	SIS vs BRO	fVHBcsCh03M	2018-12-01T12:35:53.000Z	2018-12-01 12:35:53	Don't Choose the Wrong Snack Slime Challenge!	Don't choose the wrong SNACK slime challenge!! Oh Yes, a snack! We have bunch of snacks that have hidden slime ingredients! Lets hope we choose the right slime ingredient! Comment down below who won the slime challenge! #SnackSlime #SISvsBRO #SlimeChallenge SIS vs BRO instagram @ sisvsbro_karina_ronald Karina has a new instagram @ kurzawa_karina Ronald's new instagram @ ronaldkurzawa OUR MERCH: https://www.sisvsbro.com Welcome to SIS vs BRO! This is where Karina and Ronald join forces to challenge each other in countless fun videos! Challenges, gaming, and more!!! Be sure to SUBSCRIBE and we will see you in the next video!!! Facebook: https://www.facebook.com/karinavsronald/ Music from Epidemic Sound	24	Entertainment	PT25M56S	1556	2d	hd	true	https://i.ytimg.com/vi/fVHBcsCh03M/maxresdefault.jpg	1	21177525	183728	13329	0	
149	UCs8qka8tfhdc69wzXYdtZ3A	LosPolinesios	Z_69YndI2Bo	2017-08-04T17:00:07.000Z	2017-08-04 17:00:07	100 LITROS DE SLIME | LOS POLINESIOS VLOGS	Polinesios estamos nominados a los KCA en dos catergorias corran a votar hasta que se caiga el sitio web aqui les dejamos los links: http://bit.ly/youtuber-comico-favorito http://bit.ly/nstagrammerfavorito VIDEO ANTERIOR: https://youtu.be/3bTER3G6YlI Este video te va a gustar: https://youtu.be/1VUVJ5oBLw4 NUESTROS CANALES: Bromas: http://www.youtube.com/platicapolinesa Retos: http://www.youtube.com/ppextras Tutoriales: http://www.youtube.com/ppmussas Videojuegos: http://www.youtube.com/ppjuxiis REDES SOCIALES Facebook http://www.facebook.com/PlaticaPolinesia http://www.facebook.com/TeamRaffa http://www.facebook.com/TeamKaren http://www.facebook.com/TeamLesslie -------------------------------------------------------------------------- Twitter http://twitter.com/platicapolinesi http://twitter.com/ppteamrafa http://twitter.com/ppteamkaren http://twitter.com/ppteamlesslie http://twitter.com/ppteamaria http://twitter.com/ppteamkler -------------------------------------------------------------------------- Instagram http://instagram.com/platicapolinesi http://instagram.com/ppteamrafa http://instagram.com/ppteamkaren http://instagram.com/ppteamlesslie http://instagram.com/ppteamaria http://instagram.com/ppteamkler -------------------------------------------------------------------------- Snapchat ppteamrafa lessliepolinesa karenpolinesia -------------------------------------------------------------------------- Vlogs Los Polinesios	22	People & Blogs	PT10M2S	602	2d	hd	true	https://i.ytimg.com/vi/Z_69YndI2Bo/maxresdefault.jpg	1	60169156	828683	31317	0	93080
150	UCWRClp2cQCuM_0-qj2n6KPw	Mr. Extreme	s9VZ-qqfE_Y	2019-03-02T20:37:40.000Z	2019-03-02 20:37:40	Satysfying Slime Videos #36		24	Entertainment	PT10M4S	604	2d	hd	false	https://i.ytimg.com/vi/s9VZ-qqfE_Y/maxresdefault.jpg		2803107	12235	1979	0	756
151	UChLN0bJgq6d15OK2HVB4YTg	SIS vs BRO	UrLDwjJFdPc	2018-08-29T11:00:07.000Z	2018-08-29 11:00:07	Find Your Slime Ingredients Challenge!!!	Karina and Ronald search around the house for slime ingredients hidden in the gloves and mix all the ingredients to make a slime! This is a race with a timer to find the hidden slime gloves. Vote now who do you think made a better slime! SIS vs BRO instagram @ sisvsbro_karina_ronald Karina has a new instagram @ kurzawa_karina Ronald's new instagram @ ronaldkurzawa OUR MERCH: https://www.sisvsbro.com Welcome to SIS vs BRO! This is where Karina and Ronald join forces to challenge each other in countless fun videos! Challenges, gaming, and more!!! Be sure to SUBSCRIBE and we will see you in the next video!!! Facebook: https://www.facebook.com/karinavsronald/	24	Entertainment	PT20M20S	1220	2d	hd	true	https://i.ytimg.com/vi/UrLDwjJFdPc/maxresdefault.jpg	1	20888938	184786	13142	0	
152	UChLN0bJgq6d15OK2HVB4YTg	SIS vs BRO	GVEhfQN6cjw	2018-11-21T12:08:13.000Z	2018-11-21 12:08:13	Mystery Wheel of DUMP IT Slime Challenge!!!	Mystery Wheel of Dump it Slime Challenge!! Oh Yes!!! If we get DUMP IT on the mystery wheel then we have to dump all the slime ingredients into other person's bowl and start over!! Who do you think will end up with a better slime? Comment down below right now! #SlimeDUMPit #SISvsBRO #SlimeSwitchUp SIS vs BRO instagram @ sisvsbro_karina_ronald Karina has a new instagram @ kurzawa_karina Ronald's new instagram @ ronaldkurzawa OUR MERCH: https://www.sisvsbro.com Welcome to SIS vs BRO! This is where Karina and Ronald join forces to challenge each other in countless fun videos! Challenges, gaming, and more!!! Be sure to SUBSCRIBE and we will see you in the next video!!! Facebook: https://www.facebook.com/karinavsronald/ Music from Epidemic Sound	24	Entertainment	PT21M31S	1291	2d	hd	true	https://i.ytimg.com/vi/GVEhfQN6cjw/maxresdefault.jpg		21898416	200390	16014	0	
153	UCfUvCUBDg8OFeYR0p_zPz3g	Videos de Slime	NQRm5LAQtcA	2018-12-26T16:00:09.000Z	2018-12-26 16:00:09	Vídeos de Slime: Satisfatório & Relaxante #45	Vídeos de Slime: Satisfatório & Relaxante Most Oddly Satisfying Slime videos. New Relaxante Slime Videos Compilation Satisfying & Relaxing Slime Videos En Rahatlatıcı Slime Videos All of the videos we using on this channel we have a license for, given by Pusic Entertainment.	24	Entertainment	PT10M10S	610	2d	hd	false	https://i.ytimg.com/vi/NQRm5LAQtcA/maxresdefault.jpg	1	10526341	45972	8558	0	2672
154	UCKBW7WWWKIrewD13oRkaDag	Therese Lindgren	P2Q2LzS6QqQ	2017-07-02T04:00:01.000Z	2017-07-02 04:00:01	vlogg: GÖR VÄRLDENS GLITTRIGASTE SLIME ✨ (i samarbete med Glitter)	Hej och välkommen till da-da-da-daaaagens vlogg! WIIIHOOOOO. Idag käkar jag frukost med Anders på Maholo, köper en ny lampa till kameran, käkar go-mat från Paradiset och kollar på den sjuka filmen Sausage Party, men framförallt gör jag kanske världens glittrigaste fluffy slime (utan lim) och visar en riktigt cool produkt från Glitter som gör att man tar sin hästsvans till another level. Har ni sett den där ponytail tool-grejen tidigare? Jag trodde helt ärligt inte att den skulle fungera men JÄKLAR vad grym den är. Känns så himla kul att få dela med sig av tips man verkligen älskar, och den här produkten är verkligen en sådan. En sådan liten grej som inte tar många sekunder att använda men som gör sjuk skillnad. Och det bästa är att den varken syns eller känns (inte på mig i alla fall, har ni andra erfarenheter får ni gärna berätta i kommentarsfältet!). Som jag berättar i videon har Glitter ett schysst erbjudande som innebär att om du uppger rabattkoden THERESEPONYTAIL i butik eller online får du ett paketpris på de fyra produkterna jag visade upp i videon, nämligen; hårborsten, tuperingskammen, hårsnoddar och ponytail tool för 200 kr (giltig i Sverige t.o.m 5 juli). Ordinarie pris upp till 281,90 kr. Beställer du online får du dessutom fri frakt :) Du kommer till erbjudandet via denna länk: http://bit.ly/TheresePonytail Tack för att ni tittade idag, vi ses imorgon igen med en sprillans ny video! Kram ------------------------------------------------------------------------------------------------ VIDEON ÄR ETT REKLAMSAMARBETE MED GLITTER ------------------------------------------------------------------------------------------------ ♡ Hitta mig på internet: ♡ http://instagram.com/thereselindgren Snapchat: YoutubeTherese http://twitter.com/thereselindgren http://thereselindgren.se Min podcast: http://apple.co/2sCbalw 👇Lämna gärna en kommentar och berätta vad du tyckte om videon!👇	22	People & Blogs	PT13M55S	835	2d	hd	false	https://i.ytimg.com/vi/P2Q2LzS6QqQ/maxresdefault.jpg	1	2174198	22282	931	0	1866
155	UC7_yh9PEDpaqp34QtGO-_Yw	Tiana Wilson	-OH89gNc2X0	2018-05-28T15:07:07.000Z	2018-05-28 15:07:07	SLIME PRANK IN MY DAD'S HOT TUB!!	#TTSQUAD Tiana here❣️ Follow me Musically @littlett07 Be sure to hit the notification bell🔔 My Merch ▶︎https://heartsbytiana.com Instagram▶︎ https://instagram.com/toys_andme/ Toys And Me PO Box 10496 NOTTINGHAM NG13 8QW Music:https://www.bensound.com/royalty-free...	24	Entertainment	PT13M46S	826	2d	hd	false	https://i.ytimg.com/vi/-OH89gNc2X0/maxresdefault.jpg	1	110934604	697479	158697	0	
156	UCfUvCUBDg8OFeYR0p_zPz3g	Videos de Slime	MZzAMCwAcTE	2019-01-27T15:24:42.000Z	2019-01-27 15:24:42	Vídeos de Slime Satisfatório & Relaxante #77 (Slime ASMR)	Satisfatório Slime Videos and Slime ASMR Oddly Satisfatório Slime Videos and Slime ASMR. New Relaxante Vídeos de Slime Satisfatório Compilation Satisfying & Relaxing Slime Videos and Slime ASMR En Rahatlatıcı Vídeos de Slime Satisfatório Vídeos de Slime Satisfatório & Relaxante #76 (Slime ASMR) https://www.youtube.com/watch?v=N2REWn6VN0w Vídeos de Slime Satisfatório & Relaxante #75 (Slime ASMR) https://www.youtube.com/watch?v=gJkIXOqjw2Y Vídeos de Slime Satisfatório & Relaxante #74 (Slime ASMR) https://www.youtube.com/watch?v=Wm2Rq3NBf6E Vídeos de Slime Satisfatório & Relaxante #73 (Slime ASMR) https://www.youtube.com/watch?v=eccA4cQNZXM All of the videos we using on this channel we have a license for, given by Pusic Entertainment.	24	Entertainment	PT10M9S	609	2d	hd	false	https://i.ytimg.com/vi/MZzAMCwAcTE/maxresdefault.jpg	1	1473773	12699	1074	0	1204
157	UChLN0bJgq6d15OK2HVB4YTg	SIS vs BRO	lM7i2AhClxU	2018-12-21T13:25:48.000Z	2018-12-21 13:25:48	BLINDFOLDED SLIME PRANK CHALLENGE GONE WRONG!!!	I'm making a slime prank challenge on Ronald!!! I think he was cheating in the last video so I'll pretend to be doing a Blindfolded Slime Challenge, but I'll take my blindfolds off and try to prank Ronald. You have to see what happened, because he found out!!! Vote now who won this challenge! #SlimeChallenge #SISvsBRO #SlimePrank SIS vs BRO instagram @ sisvsbro_karina_ronald Karina has a new instagram @ kurzawa_karina Ronald's new instagram @ ronaldkurzawa OUR MERCH: https://www.sisvsbro.com Welcome to SIS vs BRO! This is where Karina and Ronald join forces to challenge each other in countless fun videos! Challenges, gaming, and more!!! Be sure to SUBSCRIBE and we will see you in the next video!!! Facebook: https://www.facebook.com/karinavsronald/ Music from Epidemic Sound	24	Entertainment	PT18M37S	1117	2d	hd	true	https://i.ytimg.com/vi/lM7i2AhClxU/maxresdefault.jpg		26895997	235884	20327	0	
